PERMNO,date,TICKER,FACPR,PRC
84398,02/28/2012,SPY,,137.55901
84398,02/29/2012,SPY,,137.02000
84398,03/01/2012,SPY,,137.73000
84398,03/02/2012,SPY,,137.31200
84398,03/05/2012,SPY,,136.75000
84398,03/06/2012,SPY,,134.75000
84398,03/07/2012,SPY,,135.69000
84398,03/08/2012,SPY,,137.03999
84398,03/09/2012,SPY,,137.57001
84398,03/12/2012,SPY,,137.58000
84398,03/13/2012,SPY,,140.06200
84398,03/14/2012,SPY,,139.91000
84398,03/15/2012,SPY,,140.72000
84398,03/16/2012,SPY,0.00000,140.30000
84398,03/19/2012,SPY,,140.85001
84398,03/20/2012,SPY,,140.44000
84398,03/21/2012,SPY,,140.21001
84398,03/22/2012,SPY,,139.20000
84398,03/23/2012,SPY,,139.64999
84398,03/26/2012,SPY,,141.61000
84398,03/27/2012,SPY,,141.17000
84398,03/28/2012,SPY,,140.47000
84398,03/29/2012,SPY,,140.23000
84398,03/30/2012,SPY,,140.81000
84398,04/02/2012,SPY,,141.84000
84398,04/03/2012,SPY,,141.25999
84398,04/04/2012,SPY,,139.86000
84398,04/05/2012,SPY,,139.78999
84398,04/09/2012,SPY,,138.22000
84398,04/10/2012,SPY,,135.89999
84398,04/11/2012,SPY,,137.00000
84398,04/12/2012,SPY,,138.78999
84398,04/13/2012,SPY,,137.14000
84398,04/16/2012,SPY,,137.05000
84398,04/17/2012,SPY,,139.08200
84398,04/18/2012,SPY,,138.61000
84398,04/19/2012,SPY,,137.72000
84398,04/20/2012,SPY,,137.95000
84398,04/23/2012,SPY,,136.78999
84398,04/24/2012,SPY,,137.31000
84398,04/25/2012,SPY,,139.19000
84398,04/26/2012,SPY,,140.16000
84398,04/27/2012,SPY,,140.39000
84398,04/30/2012,SPY,,139.87000
84398,05/01/2012,SPY,,140.74001
84398,05/02/2012,SPY,,140.32500
84398,05/03/2012,SPY,,139.25000
84398,05/04/2012,SPY,,137.00000
84398,05/07/2012,SPY,,137.10001
84398,05/08/2012,SPY,,136.55000
84398,05/09/2012,SPY,,135.74001
84398,05/10/2012,SPY,,136.02000
84398,05/11/2012,SPY,,135.61000
84398,05/14/2012,SPY,,134.11000
84398,05/15/2012,SPY,,133.34000
84398,05/16/2012,SPY,,132.82899
84398,05/17/2012,SPY,,130.86000
84398,05/18/2012,SPY,,129.74001
84398,05/21/2012,SPY,,131.97000
84398,05/22/2012,SPY,,132.20000
84398,05/23/2012,SPY,,132.27000
84398,05/24/2012,SPY,,132.53000
84398,05/25/2012,SPY,,132.10001
84398,05/29/2012,SPY,,133.70000
84398,05/30/2012,SPY,,131.75999
84398,05/31/2012,SPY,,131.47000
84398,06/01/2012,SPY,,128.16000
84398,06/04/2012,SPY,,128.10001
84398,06/05/2012,SPY,,129.07001
84398,06/06/2012,SPY,,131.97000
84398,06/07/2012,SPY,,132.05000
84398,06/08/2012,SPY,,133.10001
84398,06/11/2012,SPY,,131.41499
84398,06/12/2012,SPY,,132.92000
84398,06/13/2012,SPY,,132.07001
84398,06/14/2012,SPY,,133.47000
84398,06/15/2012,SPY,0.00000,134.14000
84398,06/18/2012,SPY,,134.39999
84398,06/19/2012,SPY,,135.70000
84398,06/20/2012,SPY,,135.48000
